ID;Artikel;Artikelbezeichnung;Materialgewicht;Menge;FachName;FACH_BARCODE;Ort;Bauteil;Block;Zeile;Ebene;FachBem;SortFeld;Stationstyp;Preisdivisor;PreisProMenge;WEBelegNr;Stueckgewicht
701420140;172501;Tur rechts 8310-20 ;1771,104;140;L9000.3.3.6;520079;Legnica;Verschieberegal;3;3;6;;;REGALFACH;1;0;;0
701384784;172501E;Tür rechts 8310-20 verz;1421,544;111;L9000.4.1.4;520101;Legnica;Verschieberegal;4;1;4;;;REGALFACH;1;0;;0
701384783;172501E;Tür rechts 8310-20 verz;1421,544;122;L9000.7.4.8;520216;Legnica;Verschieberegal;7;4;8;;;REGALFACH;1;0;;0
701417721;173700-2;Abschlusswand gestanzt;451,35;50;L9000.18.02.03;520546;Legnica;Verschieberegal;18;2;3;;;REGALFACH;1;0;;0
701163324;17400001;TÜRVERSTÄRKUNG;766,003;697;L9000.10.09.01;520698;Legnica;Verschieberegal;10;9;1;;;REGALFACH;1;0;;0
701298646;174400;Tür 83 400mm;1958,784;192;L9000.8.1.8;520245;Legnica;Verschieberegal;8;1;8;;;REGALFACH;1;0;;0
701301175;174400;Tür 83 400mm;1530,3;25;L9000.4.4.6;520112;Legnica;Verschieberegal;4;4;6;;;REGALFACH;1;0;;0
701404049;174500-2;Verbindungsteil gestanzt;289,44;20;L9000.8.2.2;520222;Legnica;Verschieberegal;8;2;2;;;REGALFACH;1;0;;0
701409629;175650-11;Tür,rechts 48010-104,gestanzt;237;100;L9000.4.1.1;520089;Legnica;Verschieberegal;4;1;1;;;STELLPLATZ;1;0;;0
701408766;175660-11;Tür,rechts 48010-123,gestanzt;370;149;L9000.11.03.02;520319;Legnica;Verschieberegal;11;3;2;;;REGALFACH;1;0;;0
701398326;175670-2;Tür,rechts 48010-124,gestanzt;107,1;70;L9000.19.01.02;520573;Legnica;Verschieberegal;19;1;2;;;REGALFACH;1;0;;0
701420513;175680-11;Tür,rechts 48010-105,gestanzt;32,4;36;L9000.7.1.1;520185;Legnica;Verschieberegal;7;1;1;;;STELLPLATZ;1;0;;0
701405583;175690-11;Tür,rechts 48010-125,gestanzt;345;300;L9000.13.01.03;520385;Legnica;Verschieberegal;13;1;3;;;REGALFACH;1;0;;0
701397625;176121-11;Tür li.für 8930-00 gestanzt;1683,512;65;L9000.4.2.1;520090;Legnica;Verschieberegal;4;2;1;;;STELLPLATZ;1;0;;0
701418955;176190-2;Auffangwanne 920 x 451 gest.;2009,064;266;L9000.11.01.01;520313;Legnica;Verschieberegal;11;1;1;;;REGALFACH;1;0;;0
701418957;176190-2;Auffangwanne 920 x 451 gest.;2009,064;388;L9000.5.3.1;520123;Legnica;Verschieberegal;5;3;1;;;STELLPLATZ;1;0;;0
701408962;176190-2HRC;Auffangwanne 920 x 451 gest.;1988,352;384;L9000.10.01.02;520285;Legnica;Verschieberegal;10;1;2;;;REGALFACH;1;0;;0
701349544;176191;Auffangwanne 920x451 verz. x 4;2050,389;91;L9000.05.09.05;520737;Legnica;Verschieberegal;5;9;5;;;REGALFACH;1;0;;0
701408825;176210-2;Auffangwanne 490 x 451 gest.;649,318;94;L9000.03.09.02;520702;Legnica;Verschieberegal;3;9;2;;;REGALFACH;1;0;;0
701408964;176220-2HRC;Einleg.133144 verz. gest.;1483,152;424;L9000.10.01.03;520289;Legnica;Verschieberegal;10;1;3;;;REGALFACH;1;0;;0
701408965;176220-2HRC;Einleg.133144 verz. gest.;1483,152;424;L9000.8.1.6;520237;Legnica;Verschieberegal;8;1;6;;;REGALFACH;1;0;;0
701251745;176221-2HRC;Einleg.133144 f.Verst. gest.;1490,148;52;L9000.20.04.03;520612;Legnica;Verschieberegal;20;4;3;;;REGALFACH;1;0;;0
701256909;176221-2HRC;Einleg.133144 f.Verst. gest.;699,6;100;L9000.3.4.6;520080;Legnica;Verschieberegal;3;4;6;;;REGALFACH;1;0;;0
701274819;176221-2HRC;Einleg.133144 f.Verst. gest.;1972,872;564;L9000.18.04.07;520564;Legnica;Verschieberegal;18;4;7;;;REGALFACH;1;0;;0
701402274;176591-11;Rumpfteil li.aussen gest.1170;822,198;83;L9000.08.09.04;520729;Legnica;Verschieberegal;8;9;4;;;REGALFACH;1;0;;0
701417484;176591-11;Rumpfteil li.aussen gest.1170;970,788;4;Station 604;690004;Legnica;;;;;;;STATION_EA_604;1;0;;0
701177021;176630-11;Rumpft.re.li.inn.1170 gest.Neu;1665,534;360;L9000.11.09.01;520699;Legnica;Verschieberegal;11;9;1;;;REGALFACH;1;0;;0
701138305;176680;Schlossbefestigungsblech;1523,991;85;L9000.13.03.04;520391;Legnica;Verschieberegal;13;3;4;;;REGALFACH;1;0;;0
701243554;176910;Kopfteil aussen 1170;691,75;75;L9000.6.2.6;520174;Legnica;Verschieberegal;6;2;6;;;REGALFACH;1;0;;0
701292734;176910-11;Kopfteil aussen gestanzt 1170;724,4;94;L9000.21.01.01;520633;Legnica;Verschieberegal;21;1;1;;;REGALFACH;1;0;;0
701274804;176910-11;Kopfteil aussen gestanzt 1170;905,5;250;L9000.1.2.1;520002;Legnica;Verschieberegal;1;2;1;;;STELLPLATZ;1;0;;0
701366364;176940-11;Kopfteil innen 1170 gestan.Neu;664,29;209;Station 10;590010;Legnica;;;;;;;STATION_EA_010;1;0;;0
701366365;176940-11;Kopfteil innen 1170 gestan.Neu;664,29;40;L9000.16.01.02;520477;Legnica;Verschieberegal;16;1;2;;;REGALFACH;1;0;;0
701415752;176950-2;Tür re.aussen 1170 gest. LEG;848,4;50;L9000.09.09.02;520708;Legnica;Verschieberegal;9;9;2;;;REGALFACH;1;0;;0
701398016;176951-2;Tür li.aussen 1170 gest. LEG;1880,452;89;L9000.5.2.2;520126;Legnica;Verschieberegal;5;2;2;;;REGALFACH;1;0;;0
701405498;176952;Tür re.aussen 1170;1680;100;L9000.3.3.4;520071;Legnica;Verschieberegal;3;3;4;;;REGALFACH;1;0;;0
701405496;176953;Tür li.aussen 1170;786,8;50;L9000.8.3.7;520243;Legnica;Verschieberegal;8;3;7;;;REGALFACH;1;0;;0
701374184;176960-2;Tür re.innen 1170 gest.Neu LEG;965,6;240;L9000.17.02.01;520506;Legnica;Verschieberegal;17;2;1;;;REGALFACH;1;0;;0
701405497;176961;Tür re.innen 1170;709,9;100;L9000.1.2.3;520008;Legnica;Verschieberegal;1;2;3;;;REGALFACH;1;0;;0
701399161;176970-2;Tür li.innen 1170 gest.Neu LEG;953,1;35;L9000.20.03.02;520607;Legnica;Verschieberegal;20;3;2;;;REGALFACH;1;0;;0
701399163;176970-2;Tür li.innen 1170 gest.Neu LEG;953,1;170;L9000.5.2.2;520126;Legnica;Verschieberegal;5;2;2;;;REGALFACH;1;0;;0
701415177;177060-11;Rückwand aussen 1161 gest.;443,8;50;L9000.15.03.02;520447;Legnica;Verschieberegal;15;3;2;;;REGALFACH;1;0;;0
701404833;177070-11;Kopfteil innen 1160 gest.Neu;74,01;20;L9000.14.01.01;520409;Legnica;Verschieberegal;14;1;1;;;REGALFACH;1;0;;0
701307598;177131-11;Rumpfteil li.aussen 1160 gest.;1042,504;44;L9000.10.04.04;520296;Legnica;Verschieberegal;10;4;4;;;REGALFACH;1;0;;0
701412247;177132-11;Rumpfteil li.aussen 1181 gest.;304,55;20;L9000.15.01.02;520445;Legnica;Verschieberegal;15;1;2;;;REGALFACH;1;0;;0
701358869;177133;Rumpfteil re.li.aussen;1422,224;169;L9000.14.04.06;520432;Legnica;Verschieberegal;14;4;6;;;REGALFACH;1;0;;0
701410556;177140-11;Rumpft.re.li.inn.1160/1181gest;326,976;81;L9000.3.3.3;520067;Legnica;Verschieberegal;3;3;3;;;REGALFACH;1;0;;0
701419760;177300-2;Verbindungsteil gestanzt;127,28;20;L9000.4.4.4;520104;Legnica;Verschieberegal;4;4;4;;;REGALFACH;1;0;;0
701417817;177440;Rückwand -20,Abteilbr.250 mm;25,02;6;L9000.22.03.01;520667;Legnica;Verschieberegal;22;3;1;;;REGALFACH;1;0;;0
701350325;177560-11;Rückwand 8573-301, gestanzt;248,885;35;L9000.3.1.5;520073;Legnica;Verschieberegal;3;1;5;;;REGALFACH;1;0;;0
701415316;177560-111;Rückwand 8573-301,bearb.;63,999;9;L9000.11.09.03;520721;Legnica;Verschieberegal;11;9;3;;;REGALFACH;1;0;;0
701371731;177570-111;Rückwand 8573-201,bearb.;99,36;20;L9000.22.02.02;520669;Legnica;Verschieberegal;22;2;2;;;REGALFACH;1;0;;0
701374758;177920-11;Tür re. 300mm LR ob+unt m. ER;25,2;6;L9000.7.3.1;520187;Legnica;Verschieberegal;7;3;1;;;STELLPLATZ;1;0;;0
701334466;178370;Tür re.aussen 1160;1266,8;100;L9000.21.01.05;520649;Legnica;Verschieberegal;21;1;5;;;REGALFACH;1;0;;0
701383321;178370-11;Tür re.aussen 1160 gest.Neu;316,7;29;L9000.6.3.2;520159;Legnica;Verschieberegal;6;3;2;;;REGALFACH;1;0;;0
701379684;178380-11;Tür re.innen 1160 gest.Neu;162,2;49;L9000.21.04.04;520648;Legnica;Verschieberegal;21;4;4;;;REGALFACH;1;0;;0
701419363;178500-11;Rumpfteil 8921 re gestanzt;172;20;L9000.21.02.02;520638;Legnica;Verschieberegal;21;2;2;;;REGALFACH;1;0;;0
701420400;178500-11;Rumpfteil 8921 re gestanzt;430;50;L9000.6.2.3;520162;Legnica;Verschieberegal;6;2;3;;;REGALFACH;1;0;;0
701411179;178650-2;Tür re. 1226-00 gestanzt;882,134;149;L9000.10.04.02;520288;Legnica;Verschieberegal;10;4;2;;;REGALFACH;1;0;;0
701411180;178651-2;Tür li. 1226-00 gestanzt;882,134;152;L9000.3.3.3;520067;Legnica;Verschieberegal;3;3;3;;;REGALFACH;1;0;;0
701414715;178661-2;Rumpfteil li. 1226-4 gest.;203,1;33;L9000.10.01.01;520281;Legnica;Verschieberegal;10;1;1;;;REGALFACH;1;0;;0
701393401;178670-2;Rückwand 1226 gestanzt;1009,36;50;L9000.08.09.02;520707;Legnica;Verschieberegal;8;9;2;;;REGALFACH;1;0;;0
701405005;178700-11;Kopfteil 1035 gestanzt;230,4;68;L9000.4.1.3;520097;Legnica;Verschieberegal;4;1;3;;;REGALFACH;1;0;;0
701399659;178800-11;Kopfteil 1034 gest.;262,24;85;L9000.9.1.1;520249;Legnica;Verschieberegal;9;1;1;;;STELLPLATZ;1;0;;0
701419915;178900-11;Rückwand 1034 gestanzt;412,51;1;Station 611;690011;Legnica;;;;;;;STATION_EA_611;1;0;;0
701373005;178930-11;Befestigungsschiene lang gest.;108,78;60;L9000.1.3.3;520009;Legnica;Verschieberegal;1;3;3;;;REGALFACH;1;0;;0
701268320;178930-11;Befestigungsschiene lang gest.;123,284;68;L9000.14.02.01;520410;Legnica;Verschieberegal;14;2;1;;;REGALFACH;1;0;;0
701420168;179100-11;Rumpfteil links 1035 gest.;429,8;50;L9000.21.02.04;520646;Legnica;Verschieberegal;21;2;4;;;REGALFACH;1;0;;0
701410293;179200-11;Rumpfteil li. 1034 gestanzt;934,592;76;L9000.09.09.02;520708;Legnica;Verschieberegal;9;9;2;;;REGALFACH;1;0;;0
701405549;179550-2;Auffangwanne Sockel gest.;296;50;L9000.13.04.02;520384;Legnica;Verschieberegal;13;4;2;;;REGALFACH;1;0;;0
701360922;179560;Türverstärkung 1226;503,235;595;L9000.10.09.02;520709;Legnica;Verschieberegal;10;9;2;;;REGALFACH;1;0;;0
701360923;179560;Türverstärkung 1226;503,235;530;L9000.2.2.1;520026;Legnica;Verschieberegal;2;2;1;;;STELLPLATZ;1;0;;0
701419182;180190-1;Sockelblende hinten -20 gest.;273,644;406;L9000.9.1.5;520265;Legnica;Verschieberegal;9;1;5;;;REGALFACH;1;0;;0
701380367;180191;Sockelblende 8020-20x14;1853,67;70;L9000.3.2.7;520082;Legnica;Verschieberegal;3;2;7;;;REGALFACH;1;0;;0
701415863;180210-1;Sockelblende hinten -22 gest.;266,728;308;L9000.20.01.02;520605;Legnica;Verschieberegal;20;1;2;;;REGALFACH;1;0;;0
701344580;180211;Sockelblende 8020-22x14;1364,904;90;L9000.20.03.03;520611;Legnica;Verschieberegal;20;3;3;;;REGALFACH;1;0;;0
701367659;180221;Sockelblende 8020-30x14;1053,525;30;L9000.14.02.01;520410;Legnica;Verschieberegal;14;2;1;;;REGALFACH;1;0;;0
701367660;180221;Sockelblende 8020-30x14;1053,525;40;L9000.11.03.04;520327;Legnica;Verschieberegal;11;3;4;;;REGALFACH;1;0;;0
701396540;180231;Sockelblende 8020-32x14;993,485;53;L9000.06.09.06;520749;Legnica;Verschieberegal;6;9;6;;;REGALFACH;1;0;;0
701398014;180241;Sockelblende 8020-40x14;1096,692;30;L9000.12.03.03;520355;Legnica;Verschieberegal;12;3;3;;;REGALFACH;1;0;;0
701413390;180241;Sockelblende 8020-40x14;1189,632;64;L9000.16.03.08;520503;Legnica;Verschieberegal;7;3;8;;;REGALFACH;1;0;;0
701298725;180260-2;Sockelblende hinten -50 gest.;220,8;138;L9000.19.04.01;520572;Legnica;Verschieberegal;19;4;1;;;REGALFACH;1;0;;0
701385052;180420-2;Sockblende vor.Evolo-22 gest.;138,56;158;L9000.05.09.02;520704;Legnica;Verschieberegal;5;9;2;;;REGALFACH;1;0;;0
701384818;180621-11E;Rumpfteil li. Sockel SD 100mm;67,27;2;L9000.20.02.01;520602;Legnica;Verschieberegal;20;2;1;;;REGALFACH;1;0;;0
701401589;180631-11;Rumpfteil re/li.Sockel SD200mm;1415,6;200;L9000.19.03.02;520575;Legnica;Verschieberegal;19;3;2;;;REGALFACH;1;0;;0
701383882;180631-11E;Rumpfteil li. Sockel SD 200mm;283,12;8;L9000.17.02.03;520514;Legnica;Verschieberegal;17;2;3;;;REGALFACH;1;0;;0
701414262;180650-2;RT rechts, integr.Sockel;982,566;153;L9000.17.02.05;520522;Legnica;Verschieberegal;17;2;5;;;REGALFACH;1;0;;0
701411514;180650-2;RT rechts, integr.Sockel;1091,74;170;L9000.05.09.04;520726;Legnica;Verschieberegal;5;9;4;;;REGALFACH;1;0;;0
701417494;180650-2;RT rechts, integr.Sockel;988,988;154;L9000.19.03.06;520591;Legnica;Verschieberegal;19;3;6;;;REGALFACH;1;0;;0
701408518;180650-2;RT rechts, integr.Sockel;385,32;60;Station 608;690008;Legnica;;;;;;;STATION_EA_608;1;0;;0
701418969;180650-2;RT rechts, integr.Sockel;1046,786;163;Station 608;690008;Legnica;;;;;;;STATION_EA_608;1;0;;0
701418991;180650-2;RT rechts, integr.Sockel;1046,786;163;L9000.5.2.8;520150;Legnica;Verschieberegal;5;2;8;;;REGALFACH;1;0;;0
701419004;180650-2;RT rechts, integr.Sockel;1027,52;160;L9000.7.2.6;520206;Legnica;Verschieberegal;7;2;6;;;REGALFACH;1;0;;0
701419019;180650-2;RT rechts, integr.Sockel;995,41;155;L9000.8.2.8;520246;Legnica;Verschieberegal;8;2;8;;;REGALFACH;1;0;;0
701413663;180651-11;Rumpfteil,li.48/8020-105/405;1001;154;L9000.7.2.4;520198;Legnica;Verschieberegal;7;2;4;;;REGALFACH;1;0;;0
701408517;180651-2;RT links, integr.Sockel;0;69;Station 607;690007;Legnica;;;;;;;STATION_EA_607;1;0;;0
701419021;180651-2;RT links, integr.Sockel;1046,786;163;L9000.8.3.8;520247;Legnica;Verschieberegal;8;3;8;;;REGALFACH;1;0;;0
701418960;180651-2;RT links, integr.Sockel;1046,786;163;Station 607;690007;Legnica;;;;;;;STATION_EA_607;1;0;;0
701419011;180651-2;RT links, integr.Sockel;1046,786;163;L9000.7.3.6;520207;Legnica;Verschieberegal;7;3;6;;;REGALFACH;1;0;;0
701417495;180651-2;RT links, integr.Sockel;988,988;154;L9000.19.03.05;520587;Legnica;Verschieberegal;19;3;5;;;REGALFACH;1;0;;0
701417233;180651-2;RT links, integr.Sockel;1046,786;163;L9000.9.2.4;520262;Legnica;Verschieberegal;9;2;4;;;REGALFACH;1;0;;0
701414263;180651-2;RT links, integr.Sockel;982,566;153;L9000.17.02.06;520526;Legnica;Verschieberegal;17;2;6;;;REGALFACH;1;0;;0
701412577;180651-2E;RT li.Dopp, integr.Sockel verz;321,1;7;L9000.1.2.3;520008;Legnica;Verschieberegal;1;2;3;;;REGALFACH;1;0;;0
701373026;180660-11;Rumpfteil,re.8020-105,SD 200mm;1415,6;87;L9000.18.03.03;520547;Legnica;Verschieberegal;18;3;3;;;REGALFACH;1;0;;0
701262109;180660-11E;Rumpfteil,re.8020-105,SD 200mm;707,8;32;L9000.10.03.05;520299;Legnica;Verschieberegal;10;3;5;;;REGALFACH;1;0;;0
701417019;180670-2;Fußt.-22 Evolo350mm LIDL gest.;79,332;22;L9000.9.1.2;520253;Legnica;Verschieberegal;9;1;2;;;REGALFACH;1;0;;0
701418941;180690-11;Fußteil 12-40 EVOLO,gestanzt;1254,2;124;L9000.19.04.03;520580;Legnica;Verschieberegal;19;4;3;;;REGALFACH;1;0;;0
701417872;180690-11;Fußteil 12-40 EVOLO,gestanzt;1254,2;162;Station 03;590003;Legnica;;;;;;;STATION_EA_003;1;0;;0
701420478;180690-2;Fußteil 12-40 EVOLO gest.;1307,4;200;L9000.8.4.6;520240;Legnica;Verschieberegal;8;4;6;;;REGALFACH;1;0;;0
701405812;180690-2E;Fußteil 12-40 EVOLO verz.gest.;947,7;60;L9000.16.03.02;520479;Legnica;Verschieberegal;16;3;2;;;REGALFACH;1;0;;0
701411117;180710-11;Fußteil 12-42 evolo gestanzt;343,17;41;L9000.3.3.1;520059;Legnica;Verschieberegal;3;3;1;;;STELLPLATZ;1;0;;0
701413626;180730-11;Fußteil 12-22 evolo gestanzt;918,02;95;Station 01;590001;Legnica;;;;;;;STATION_EA_001;1;0;;0
701419900;180730-2E;FUSSTEIL 12-22 EVOLO gest.;87,648;22;L9000.17.01.03;520513;Legnica;Verschieberegal;17;1;3;;;REGALFACH;1;0;;0
701206517;180910-11;Fussteil 8570-272 gestanzt;57,34;7;L9000.16.04.04;520488;Legnica;Verschieberegal;16;4;4;;;REGALFACH;1;0;;0
701256661;180930-11;Fussteil 8570-372 gestanzt;375,35;36;L9000.18.01.08;520565;Legnica;Verschieberegal;18;1;8;;;REGALFACH;1;0;;0
701399990;180930L;Fussteil Schulschrank 8570-372;1556,28;48;L9000.4.4.3;520100;Legnica;Verschieberegal;4;4;3;;;REGALFACH;1;0;;0
701263919;180940-11;Fussteil 8570-373 gestanzt;62,544;44;L9000.11.09.03;520721;Legnica;Verschieberegal;11;9;3;;;REGALFACH;1;0;;0
701415871;180960-11;Rumpfteil re 8570-172 gesta;640,926;99;L9000.7.2.2;520190;Legnica;Verschieberegal;7;2;2;;;REGALFACH;1;0;;0
701411144;180970-11;Rumpfteil re.8570-173 gestanzt;163,5;20;L9000.03.09.04;520724;Legnica;Verschieberegal;3;9;4;;;REGALFACH;1;0;;0
701348862;180970-11;Rumpfteil re.8570-173 gestanzt;40,875;5;L9000.18.03.03;520547;Legnica;Verschieberegal;18;3;3;;;REGALFACH;1;0;;0
701316498;180970-11;Rumpfteil re.8570-173 gestanzt;81,75;10;L9000.4.3.5;520107;Legnica;Verschieberegal;4;3;5;;;REGALFACH;1;0;;0
701405326;180980-11;Trennwand 8570-272 gest.neu;606,4;80;L9000.16.02.04;520486;Legnica;Verschieberegal;16;4;2;;;REGALFACH;1;0;;0
701341212;180985-11;Trennwand 8470-272 gest.neu;291,072;28;L9000.08.09.06;520751;Legnica;Verschieberegal;8;9;6;;;REGALFACH;1;0;;0
701266033;181030-11;Kopfteil 8570-272 gestanzt;63,72;40;L9000.11.02.01;520314;Legnica;Verschieberegal;11;2;1;;;REGALFACH;1;0;;0
701388749;181040-11;Kopfteil 8570-273 gestanzt;145,2;25;L9000.8.1.3;520225;Legnica;Verschieberegal;8;1;3;;;REGALFACH;1;0;;0
701286581;181050-11;Kopfteil 8570-372 gestanzt;36,192;25;L9000.4.1.2;520093;Legnica;Verschieberegal;4;1;2;;;REGALFACH;1;0;;0
701402343;181120-111;Rückwand 8570-172/173 bearb.;152,626;34;L9000.19.02.02;520574;Legnica;Verschieberegal;19;2;2;;;REGALFACH;1;0;;0
701402337;181130-111;Rückwand 8570-272/273 bearb.;278,287;30;L9000.20.02.05;520618;Legnica;Verschieberegal;20;2;5;;;REGALFACH;1;0;;0
701400139;181140-111;Rückwand 8570-372/373 bearb.;653,9;31;L9000.5.2.3;520130;Legnica;Verschieberegal;5;2;3;;;REGALFACH;1;0;;0
701420142;181250;Tür re. 88010F020;1846,344;152;L9000.7.2.7;520210;Legnica;Verschieberegal;7;2;7;;;REGALFACH;1;0;;0
701320908;181250-1;Tür 88010F020 rechts, gestanzt;861,585;213;L9000.11.09.01;520699;Legnica;Verschieberegal;11;9;1;;;REGALFACH;1;0;;0
701328609;181280;Tür re. 88010F022;1056,7;92;L9000.19.03.07;520595;Legnica;Verschieberegal;19;3;7;;;REGALFACH;1;0;;0
701223041;181281-1;Tür 88010F022 m.Lochbild gest.;1162,26;144;L9000.7.2.5;520202;Legnica;Verschieberegal;7;2;5;;;REGALFACH;1;0;;0
701417174;181310;Zwischenboden,88010F922-32;2008,058;169;L9000.11.03.06;520335;Legnica;Verschieberegal;11;3;6;;;REGALFACH;1;0;;0
701397189;181311;Zwischenboden,88010F922-32 li.;233,415;6;L9000.10.03.04;520295;Legnica;Verschieberegal;10;3;4;;;REGALFACH;1;0;;0
